335, 166, 27, 58
333, 167, 28, 57
333, 166, 29, 57
333, 166, 29, 57
332, 162, 28, 58
331, 157, 29, 60
328, 158, 30, 61
327, 160, 31, 63
332, 164, 30, 64
330, 166, 30, 63
330, 167, 29, 63
329, 167, 28, 64
326, 163, 28, 66
324, 163, 29, 66
325, 161, 28, 68
324, 155, 28, 70
323, 155, 29, 72
320, 158, 32, 69
325, 161, 32, 69
326, 161, 31, 69
327, 162, 31, 68
325, 163, 31, 67
326, 160, 30, 66
325, 158, 30, 66
324, 160, 30, 67
323, 159, 30, 66
325, 158, 30, 65
322, 157, 30, 65
324, 157, 30, 65
325, 155, 30, 65
325, 158, 30, 65
326, 157, 30, 64
327, 155, 29, 64
327, 156, 29, 63
327, 154, 29, 64
329, 153, 29, 65
329, 152, 28, 64
329, 151, 29, 64
327, 152, 30, 62
327, 153, 31, 61
329, 151, 31, 60
329, 152, 30, 61
331, 155, 29, 61
331, 153, 29, 62
331, 151, 29, 61
331, 154, 28, 60
332, 152, 27, 62
332, 152, 26, 62
331, 154, 26, 63
331, 153, 27, 64
331, 150, 28, 62
332, 152, 28, 63
334, 153, 27, 64
335, 156, 26, 64
335, 154, 26, 65
336, 154, 25, 64
336, 154, 25, 63
337, 153, 25, 64
337, 152, 25, 64
336, 154, 25, 66
337, 154, 25, 67
335, 151, 26, 66
336, 151, 25, 67
335, 151, 25, 66
333, 152, 25, 66
332, 153, 25, 66
330, 153, 24, 67
328, 151, 24, 67
327, 148, 25, 69
324, 148, 26, 69
324, 150, 26, 71
324, 150, 26, 71
324, 149, 26, 70
325, 151, 26, 70
325, 152, 26, 69
326, 152, 25, 69
326, 152, 25, 68
326, 151, 25, 68
325, 151, 25, 68
324, 151, 25, 68
322, 155, 27, 65
320, 150, 28, 64
323, 148, 27, 65
323, 147, 27, 66
325, 155, 26, 65
324, 158, 26, 65
324, 158, 27, 64
324, 158, 26, 64
326, 151, 25, 66
327, 150, 25, 68
327, 151, 26, 68
325, 159, 28, 63
320, 159, 29, 60
333, 153, 29, 61
334, 153, 28, 63
336, 154, 27, 64
341, 154, 27, 64
341, 156, 25, 65
341, 156, 24, 66
341, 154, 24, 67
341, 150, 24, 68
341, 150, 25, 68
341, 151, 26, 67
342, 150, 26, 67
341, 149, 26, 67
342, 151, 26, 67
344, 151, 26, 67
344, 149, 26, 68
345, 150, 27, 67
347, 145, 26, 66
349, 146, 26, 67
351, 146, 27, 66
356, 148, 28, 67
356, 148, 28, 68
356, 149, 28, 68
359, 149, 27, 70
361, 151, 27, 72
366, 153, 27, 73
364, 152, 29, 73
363, 149, 29, 73
363, 147, 29, 72
367, 147, 30, 73
371, 156, 31, 71
369, 153, 32, 71
365, 150, 33, 71
363, 146, 32, 72
362, 152, 33, 72
369, 158, 33, 72
369, 156, 33, 73
366, 150, 32, 74
373, 143, 30, 77
372, 143, 30, 77
375, 156, 32, 74
374, 158, 33, 72
379, 152, 33, 71
379, 152, 32, 71
378, 151, 32, 72
383, 160, 32, 71
387, 167, 32, 71
391, 166, 32, 71
391, 165, 32, 71
389, 160, 31, 73
394, 157, 31, 73
393, 162, 32, 72
399, 159, 32, 73
401, 161, 31, 72
400, 160, 32, 72
405, 166, 31, 73
410, 166, 31, 74
409, 171, 33, 72
414, 170, 33, 71
411, 168, 33, 71
410, 164, 31, 71
412, 160, 31, 69
414, 154, 31, 70
407, 154, 31, 67
406, 155, 31, 66
407, 153, 30, 67
407, 159, 31, 67
414, 161, 30, 67
413, 161, 31, 67
413, 161, 31, 67
413, 161, 30, 66
414, 161, 30, 66
421, 163, 30, 65
422, 162, 31, 63
426, 163, 32, 61
435, 164, 31, 62
437, 165, 32, 62
440, 166, 31, 63
446, 165, 32, 64
452, 164, 32, 64
453, 163, 31, 64
454, 161, 31, 64
457, 161, 31, 64
463, 156, 31, 64
462, 155, 31, 65
463, 154, 31, 63
463, 153, 31, 64
463, 152, 29, 64
464, 153, 29, 64
464, 155, 30, 63
465, 155, 30, 62
464, 155, 31, 62
466, 158, 31, 61
468, 158, 30, 62
470, 159, 30, 60
469, 161, 30, 59
470, 162, 29, 58
469, 162, 28, 59
467, 163, 27, 59
464, 162, 26, 60
464, 163, 27, 58
462, 164, 27, 58
458, 163, 26, 59
457, 163, 25, 60
457, 163, 25, 60
458, 163, 25, 60
455, 163, 26, 58
455, 162, 26, 59
455, 160, 26, 60
456, 162, 25, 61
454, 161, 26, 62
457, 160, 26, 61
458, 159, 26, 62
457, 158, 26, 63
456, 158, 26, 63
454, 157, 27, 62
454, 157, 27, 62
451, 157, 27, 61
451, 156, 27, 62
450, 154, 27, 63
449, 155, 26, 63
448, 155, 26, 63
446, 155, 28, 61
439, 156, 33, 56
449, 157, 33, 57
448, 156, 32, 59
447, 156, 30, 60
445, 154, 30, 60
445, 154, 30, 61
449, 153, 30, 61
448, 150, 30, 61
448, 151, 30, 61
448, 150, 29, 60
451, 151, 28, 61
452, 153, 29, 60
452, 150, 30, 58
453, 149, 30, 58
452, 148, 30, 58
449, 147, 30, 59
451, 148, 29, 59
456, 147, 29, 60
462, 147, 29, 60
467, 146, 29, 60
470, 146, 29, 60
476, 144, 29, 61
482, 143, 28, 62
493, 146, 29, 61
501, 136, 29, 61
505, 133, 30, 61
510, 131, 30, 61
513, 130, 30, 60
520, 129, 30, 62
526, 127, 28, 64
531, 127, 28, 62
530, 126, 29, 61
533, 123, 29, 60
533, 125, 28, 60
535, 124, 28, 61
535, 124, 28, 61
535, 124, 29, 60
534, 122, 29, 60
529, 122, 28, 61
528, 119, 27, 63
526, 120, 26, 63
525, 120, 25, 63
523, 119, 24, 64
521, 118, 25, 64
518, 119, 25, 64
515, 120, 26, 63
514, 120, 26, 63
512, 117, 27, 64
511, 117, 27, 64
508, 115, 28, 64
504, 113, 28, 64
501, 112, 27, 64
500, 111, 27, 65
498, 110, 26, 66
497, 107, 27, 67
493, 104, 28, 68
491, 103, 28, 69
489, 102, 29, 69
487, 100, 29, 69
487, 97, 30, 67
486, 95, 31, 65
484, 92, 32, 64
481, 90, 32, 66
481, 92, 31, 66
482, 91, 30, 66
484, 92, 29, 67
485, 91, 29, 67
485, 90, 30, 66
485, 88, 30, 66
486, 89, 30, 67
487, 89, 31, 67
487, 84, 31, 66
491, 85, 31, 66
490, 83, 32, 66
490, 83, 33, 65
490, 82, 34, 66
490, 81, 33, 68
490, 84, 31, 69
488, 85, 31, 71
486, 85, 31, 72
486, 86, 33, 70
482, 83, 34, 70
478, 85, 34, 70
476, 86, 34, 71
473, 85, 34, 71
471, 84, 35, 72
466, 83, 36, 73
463, 81, 37, 72
462, 82, 36, 73
460, 82, 33, 76
450, 89, 32, 79
444, 89, 32, 80
440, 90, 33, 78
437, 90, 35, 76
435, 90, 36, 76
432, 92, 37, 75
432, 94, 37, 75
432, 93, 36, 76
432, 94, 37, 76
431, 95, 37, 76
429, 91, 36, 74
428, 91, 35, 73
427, 95, 35, 72
426, 97, 34, 73
426, 96, 33, 76
425, 96, 33, 77
425, 97, 33, 78
426, 99, 33, 79
426, 100, 33, 78
426, 97, 33, 75
427, 93, 31, 74
425, 94, 30, 74
424, 94, 30, 73
422, 93, 30, 72
419, 92, 30, 72
414, 91, 29, 73
412, 87, 28, 75
413, 87, 28, 74
413, 89, 29, 73
412, 94, 29, 75
412, 91, 28, 76
411, 91, 29, 76
403, 84, 31, 73
401, 86, 32, 70
396, 88, 32, 68
396, 91, 32, 66
396, 93, 32, 65
391, 93, 32, 63
385, 93, 32, 62
385, 96, 32, 60
380, 97, 31, 59
374, 97, 31, 58
374, 98, 31, 58
374, 97, 30, 58
