149, 113, 32, 34
153, 115, 32, 35
155, 119, 33, 34
157, 119, 33, 34
161, 118, 33, 35
160, 119, 32, 35
161, 120, 33, 35
162, 121, 33, 34
163, 120, 33, 34
165, 120, 32, 35
164, 117, 32, 35
160, 115, 32, 34
156, 110, 32, 34
156, 110, 32, 35
135, 131, 31, 34
129, 137, 32, 32
121, 148, 32, 31
111, 159, 32, 31
102, 173, 31, 31
65, 161, 31, 31
62, 160, 31, 31
60, 160, 32, 31
58, 160, 31, 31
59, 161, 31, 30
44, 162, 33, 28
42, 150, 34, 28
53, 151, 34, 29
57, 151, 34, 29
65, 157, 33, 30
64, 159, 33, 30
64, 160, 33, 30
100, 176, 32, 31
99, 196, 29, 33
104, 204, 30, 33
101, 189, 30, 32
106, 189, 31, 31
105, 186, 32, 31
111, 186, 34, 31
110, 186, 34, 31
103, 186, 35, 31
98, 186, 34, 31
98, 190, 33, 31
102, 189, 32, 32
102, 189, 31, 32
106, 198, 28, 35
101, 211, 29, 34
98, 216, 29, 33
102, 224, 30, 33
109, 228, 31, 32
96, 238, 35, 30
99, 241, 35, 30
84, 246, 36, 31
86, 252, 35, 31
96, 255, 31, 33
91, 255, 31, 33
97, 255, 30, 33
98, 254, 30, 32
102, 252, 31, 32
105, 246, 31, 32
99, 245, 32, 32
95, 244, 33, 32
89, 253, 37, 29
75, 250, 42, 27
77, 255, 41, 29
89, 260, 39, 30
89, 254, 37, 32
88, 248, 37, 32
89, 246, 37, 32
66, 256, 37, 32
58, 247, 38, 31
31, 227, 39, 31
28, 229, 38, 32
34, 234, 37, 33
42, 240, 37, 33
53, 231, 36, 34
52, 231, 37, 34
54, 224, 39, 32
59, 225, 40, 32
54, 236, 40, 32
64, 241, 40, 33
63, 235, 40, 33
63, 226, 41, 33
73, 222, 41, 34
91, 215, 47, 31
107, 233, 45, 32
96, 209, 43, 34
101, 208, 41, 36
104, 204, 41, 36
104, 206, 41, 37
131, 209, 41, 37
130, 209, 41, 38
133, 213, 40, 39
126, 218, 41, 40
124, 223, 43, 40
110, 251, 46, 36
100, 245, 45, 36
99, 235, 44, 38
99, 240, 43, 39
113, 249, 42, 39
116, 235, 41, 39
113, 229, 41, 40
100, 246, 45, 37
87, 237, 51, 34
92, 240, 51, 36
79, 225, 49, 38
79, 222, 47, 39
87, 241, 46, 39
86, 233, 45, 40
79, 226, 44, 40
66, 227, 47, 38
61, 228, 50, 36
55, 228, 52, 35
53, 221, 52, 37
57, 226, 50, 38
44, 217, 49, 39
44, 218, 48, 40
44, 219, 47, 40
43, 221, 47, 41
70, 232, 45, 42
60, 240, 50, 39
60, 239, 54, 38
65, 240, 57, 37
77, 236, 55, 40
90, 244, 52, 40
83, 231, 52, 40
88, 228, 51, 41
87, 223, 50, 42
93, 229, 50, 42
103, 231, 48, 43
93, 232, 51, 40
90, 232, 54, 39
95, 228, 53, 40
84, 227, 55, 41
84, 229, 53, 42
72, 221, 52, 42
77, 220, 52, 43
77, 225, 51, 43
83, 224, 50, 44
89, 225, 49, 44
77, 231, 54, 41
74, 232, 58, 38
71, 231, 61, 37
71, 228, 60, 39
78, 222, 58, 41
69, 209, 56, 42
68, 208, 54, 43
74, 212, 53, 44
73, 213, 53, 44
72, 216, 53, 44
44, 225, 58, 41
41, 232, 62, 39
44, 234, 60, 41
47, 243, 57, 43
41, 244, 55, 43
39, 238, 53, 45
38, 243, 51, 45
43, 243, 51, 45
47, 250, 52, 43
65, 247, 52, 43
50, 244, 60, 39
56, 246, 65, 37
62, 249, 66, 36
68, 253, 66, 36
68, 252, 66, 36
74, 251, 66, 36
80, 251, 66, 36
81, 252, 66, 36
101, 251, 66, 36
114, 246, 64, 38
113, 244, 60, 41
106, 241, 59, 43
105, 239, 58, 44
113, 241, 55, 45
97, 250, 56, 43
82, 231, 56, 43
75, 226, 55, 44
84, 231, 53, 44
71, 225, 53, 45
73, 211, 53, 46
69, 204, 53, 47
59, 207, 54, 47
58, 205, 55, 46
59, 211, 54, 46
60, 223, 54, 46
53, 215, 53, 46
58, 215, 53, 46
65, 222, 52, 47
68, 231, 54, 48
67, 227, 58, 45
68, 217, 62, 42
74, 220, 62, 41
84, 232, 59, 44
85, 245, 56, 45
78, 243, 55, 45
76, 242, 54, 45
75, 247, 53, 45
68, 252, 56, 43
74, 251, 57, 42
81, 251, 57, 41
79, 237, 56, 42
77, 236, 54, 44
84, 238, 54, 44
88, 243, 53, 44
149, 199, 48, 48
156, 190, 43, 50
156, 177, 42, 50
157, 162, 39, 53
158, 148, 36, 54
160, 139, 35, 55
155, 128, 36, 53
155, 128, 36, 50
160, 138, 33, 52
160, 147, 32, 51
159, 157, 33, 50
159, 136, 34, 49
158, 113, 34, 48
164, 94, 31, 50
163, 80, 30, 51
161, 73, 32, 49
156, 74, 33, 47
154, 83, 33, 46
155, 96, 32, 47
158, 116, 33, 45
157, 126, 33, 44
150, 116, 33, 44
148, 104, 33, 43
145, 94, 33, 43
141, 89, 34, 42
138, 87, 34, 42
134, 92, 33, 42
135, 102, 31, 44
136, 117, 29, 45
136, 127, 30, 44
137, 128, 31, 43
144, 100, 30, 45
145, 92, 31, 44
145, 86, 32, 43
152, 85, 32, 41
158, 84, 32, 41
163, 95, 30, 43
169, 105, 29, 44
176, 116, 29, 44
179, 122, 30, 43
179, 116, 30, 43
184, 90, 31, 42
183, 81, 31, 42
183, 75, 32, 42
185, 75, 32, 42
185, 75, 32, 42
191, 89, 32, 43
194, 99, 32, 43
200, 113, 30, 44
201, 119, 31, 43
201, 113, 31, 43
202, 86, 31, 42
200, 80, 32, 41
196, 78, 32, 41
189, 77, 32, 40
184, 80, 32, 40
178, 93, 32, 40
177, 106, 30, 41
173, 115, 31, 40
169, 116, 31, 41
168, 105, 29, 43
163, 84, 30, 42
162, 81, 31, 40
159, 80, 32, 39
156, 77, 31, 40
157, 82, 31, 40
155, 106, 29, 42
153, 119, 28, 43
150, 128, 29, 42
149, 125, 28, 44
137, 115, 30, 42
117, 100, 30, 42
116, 94, 30, 41
116, 93, 31, 40
113, 93, 31, 41
113, 100, 31, 40
122, 116, 29, 42
126, 130, 27, 43
127, 135, 29, 41
132, 129, 30, 41
140, 108, 30, 40
145, 83, 31, 40
149, 77, 31, 40
153, 72, 32, 39
158, 72, 32, 38
162, 77, 31, 39
170, 95, 29, 41
169, 108, 27, 43
165, 116, 29, 41
169, 110, 27, 43
167, 95, 26, 44
164, 75, 28, 42
163, 71, 29, 41
161, 70, 30, 40
159, 70, 30, 40
156, 79, 31, 40
151, 100, 28, 41
150, 113, 27, 42
149, 118, 27, 43
148, 112, 25, 44
145, 103, 27, 42
144, 97, 29, 40
144, 97, 29, 39
147, 101, 29, 40
148, 109, 29, 40
148, 117, 29, 40
149, 142, 28, 41
150, 153, 26, 42
150, 162, 26, 43
